Incident ID,Offence Code,CR Number,Dispatch Date / Time,NIBRS Code,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location
201250484,2308,190036342,07/30/2019 04:05:33 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,3400 BLK S LEISURE WORLD BLV,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,K,4K1,346,3400,S,LEISURE WORLD,,BLV,06/17/2019 12:00:00 PM,,39.095941429,-77.066404248,4D,"(39.0959, -77.0664)"
201250475,3615,190036503,07/31/2019 01:55:41 PM,90C,1,Crime Against Society,All Other Offenses,SEX OFFENSE - INDECENT EXPOSURE TO ADULT,SILVER SPRING,1  BLK  DISCOVERY PL,SILVER SPRING,MD,20910,MCPD,Street - Commercial,G,3G1,094,1,,DISCOVERY,,PL,07/31/2019 01:55:00 PM,,38.994552147,-77.028001009,3D,"(38.9946, -77.028)"
201250669,2308,190036761,08/01/2019 07:55:44 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,GERMANTOWN,20100 BLK  CENTURY BLV,GERMANTOWN,MD,20874,MCPD,Hotel/Motel/Etc.,N,5N1,702,20100,,CENTURY,,BLV,08/01/2019 07:50:00 PM,,39.184843812,-77.25961619,5D,"(39.1848, -77.2596)"
201246473,2399,190031509,07/02/2019 01:09:58 PM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),BETHESDA,5400 BLK  WISCONSIN AVE,CHEVY CHASE,MD,20815,MCPD,Other/Unknown,E,2E1,005,5400,,WISCONSIN,,AVE,06/25/2019 09:00:00 AM,07/02/2019 09:00:00 AM,38.96085111,-77.085772131,2D,"(38.9609, -77.0858)"
201250891,2305,190037036,08/03/2019 04:19:49 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,200 BLK  GOLD KETTLE DR,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,P,6P1,442,200,,GOLD KETTLE,,DR,08/02/2019 06:00:00 PM,08/03/2019 04:00:00 PM,39.116964569,-77.214927158,6D,"(39.117, -77.2149)"
201250857,9101,190036858,08/02/2019 11:53:40 AM,90Z,1,Other,All Other Offenses,SUDDEN DEATH,SILVER SPRING,1000 BLK  STIRLING RD,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,H,3H2,162,1000,,STIRLING,,RD,07/24/2019 11:53:00 AM,08/02/2019 11:51:00 AM,39.018684553,-77.02532403,3D,"(39.0187, -77.0253)"
201250369,1399,190036360,07/30/2019 06:12:28 PM,13B,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,300 BLK W DEER PARK RD,GAITHERSBURG,MD,20877,GPD,Residence -Townhouse/Duplex,P,6P1,434,300,W,DEER PARK,,RD,07/30/2019 06:12:00 PM,,39.131958911,-77.202188153,6D,"(39.132, -77.2022)"
201242747,3562,190026551,06/03/2019 10:42:33 PM,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,8000 BLK  BLAIR MILL WAY,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G1,668,8000,,BLAIR MILL,,WAY,06/03/2019 10:42:00 PM,,38.988908505,-77.02794118,3D,"(38.9889, -77.0279)"
201266754,2308,190056779,11/24/2019 01:48:43 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,4800 BLK  BOILING BROOK PKW,ROCKVILLE,MD,20852,MCPD,Retail - Department/Discount Store,D,2D4,523,4800,,BOILING BROOK,,PKW,11/24/2019 01:48:00 PM,,39.045899772,-77.095623434,2D,"(39.0459, -77.0956)"
201266756,2305,190056857,11/25/2019 08:45:12 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,14600 BLK  STURTEVANT RD,SILVER SPRING,MD,20905,MCPD,Residence - Carport,J,4J1,646,14600,,STURTEVANT,,RD,11/23/2019 09:00:00 PM,11/24/2019 08:00:00 AM,39.094398591,-76.97207016,4D,"(39.0944, -76.9721)"
201087341,1399,16033445,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,8800 BLK  PINEY BRANCH RD,SILVER SPRING,MD,20903,MCPD,Liquor Store - Beer & Wine,H,3H1,133,8800,,PINEY BRANCH,,RD,07/02/2016 12:11:00 AM,,38.999659661,-76.99528089,3D,"(38.9997, -76.9953)"
201272782,3562,200000921,01/06/2020 04:22:13 PM,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,GERMANTOWN,,GERMANTOWN,MD,20876,MCPD,Street - In vehicle,M,5M1,469,,,GUNNERS BRANCH,,RD,01/06/2020 04:22:00 PM,,39.175257452,-77.240952034,5D,"(39.1753, -77.241)"
201266760,2305,190056860,11/25/2019 09:08:21 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,5000 BLK  CUSHING DR,KENSINGTON,MD,20895,MCPD,Residence - Driveway,D,2D4,694,5000,,CUSHING,,DR,11/24/2019 05:30:00 PM,11/25/2019 07:45:00 AM,39.036983205,-77.099165053,2D,"(39.037, -77.0992)"
201247275,2303,190032609,07/09/2019 03:30:47 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,8700 BLK  ARLISS ST,SILVER SPRING,MD,20901,MCPD,Grocery/Supermarket,H,3H1,127,8700,,ARLISS,,ST,07/09/2019 02:30:00 PM,07/09/2019 03:30:00 PM,38.998495691,-77.00107423,3D,"(38.9985, -77.0011)"
201250567,2305,190036296,07/30/2019 12:48:37 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,4100 BLK  SIR WALTER RD,OLNEY,MD,20832,MCPD,Residence - Driveway,J,4J2,399,4100,,SIR WALTER,,RD,07/29/2019 09:00:00 PM,07/30/2019 09:00:00 AM,39.144059859,-77.08008347,4D,"(39.1441, -77.0801)"
201250693,1399,190036768,08/01/2019 09:03:19 PM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,CITY OF TAKOMA PARK,1100 BLK  UNIVERSITY BLV E,,MD,20912,TPPD,Street - In vehicle,T,8T3,807,1100,,UNIVERSITY,E,BLV,08/01/2019 08:59:00 PM,08/01/2019 09:02:00 PM,39.035857246,-77.026917593,8D,"(39.0359, -77.0269)"
201250561,1399,190036651,08/01/2019 07:29:08 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,GERMANTOWN,20000 BLK  FREDERICK RD,GERMANTOWN,MD,20876,MCPD,Residence - Apartment/Condo,M,5M1,468,20000,,FREDERICK,,RD,08/01/2019 07:29:00 AM,,39.183420111,-77.238889862,5D,"(39.1834, -77.2389)"
201276155,2305,200004488,,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,CITY OF TAKOMA PARK,1300 BLK  HOLTON LA,TAKOMA PARK,MD,20912,TPPD,Parking Lot - Commercial,T,8T3,807,1300,,HOLTON,,LA,01/27/2020 04:46:00 PM,01/27/2020 04:51:00 PM,38.985900516,-76.988140201,8D,"(38.9859, -76.9881)"
201250589,9199,190036685,08/01/2019 11:39:15 AM,90Z,1,Other,All Other Offenses,POLICE INFORMATION,MONTGOMERY VILLAGE,15200 BLK  SHADY GROVE RD,ROCKVILLE,MD,20850,MCPD,Doctor/Dentist/Vet Office,P,6P1,721,15200,,SHADY GROVE,,RD,08/01/2019 11:39:00 AM,,39.103511867,-77.190716173,6D,"(39.1035, -77.1907)"
201250716,2399,190036458,07/31/2019 09:27:48 AM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,10100 BLK  WASHINGTONIAN BLV,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,P,6P1,549,10100,,WASHINGTONIAN,,BLV,07/30/2019 06:15:00 PM,07/30/2019 06:20:00 PM,39.119402554,-77.205871845,6D,"(39.1194, -77.2059)"
201263244,1302,190052506,10/31/2019 07:52:01 PM,13A,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON,MONTGOMERY VILLAGE,1  BLK S FREDERICK AVE,GAITHERSBURG,MD,20877,GPD,Residence - Apartment/Condo,P,6P1,430,1,S,FREDERICK,,AVE,10/31/2019 07:52:00 PM,,39.140685267,-77.19781982,6D,"(39.1407, -77.1978)"
201250743,2902,190036835,08/02/2019 09:37:25 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,800 BLK  ANDERSON ST,SILVER SPRING,MD,20904,MCPD,Residence - Driveway,I,3I1,149,800,,ANDERSON,,ST,08/02/2019 12:00:00 AM,08/02/2019 08:45:00 AM,39.073841457,-76.994968406,3D,"(39.0738, -76.995)"
201273429,9021,200002098,01/13/2020 10:56:34 AM,90I,1,Not a Crime,Runaway,JUVENILE - RUNAWAY,MONTGOMERY VILLAGE,10000 BLK  TRAFALGAR SQ,GAITHERSBURG,MD,20877,MCPD,Residence -Townhouse/Duplex,P,6P1,429,10000,,TRAFALGAR,,SQ,01/11/2020 10:00:00 PM,01/12/2020 07:00:00 AM,39.135065057,-77.206737844,6D,"(39.1351, -77.2067)"
201268026,3613,190058463,,90Z,1,Crime Against Society,All Other Offenses,SEX OFFENSE - SEX OFFENDER REGISTRATION VIOLATION,ROCKVILLE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,B,1B2,725,100,,EDISON PARK,,DR,11/27/2019 12:00:00 AM,,39.111781485,-77.235280518,1D,"(39.1118, -77.2353)"
201266765,2303,190056881,11/25/2019 10:05:09 AM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,BETHESDA,7100 BLK  WESTLAKE TER,BETHESDA,MD,20817,MCPD,Retail - Hardware,E,2E3,520,7100,,WESTLAKE,,TER,11/25/2019 08:30:00 AM,,39.026492506,-77.144040662,2D,"(39.0265, -77.144)"
201250582,2203,190036675,08/01/2019 10:28:03 AM,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,MONTGOMERY VILLAGE,18200 BLK  LOST KNIFE CIR,GAITHERSBURG,MD,20886,MCPD,Other/Unknown,R,6R1,505,18200,,LOST KNIFE,,CIR,08/01/2019 10:28:00 AM,,39.157128094,-77.203358805,6D,"(39.1571, -77.2034)"
201266769,2501,190056878,,250,1,Crime Against Property,Counterfeiting/Forgery,FORGERY OF CHECKS,BETHESDA,10200 BLK  IRON GATE RD,POTOMAC,MD,20854,MCPD,Bank - ATM,E,2E4,218,10200,,IRON GATE,,RD,11/25/2019 11:24:00 AM,,39.022906279,-77.197081718,2D,"(39.0229, -77.1971)"
201266770,9105,190056886,11/25/2019 10:34:10 AM,90Z,1,Other,All Other Offenses,LOST PROPERTY,ROCKVILLE,500 BLK  KING FARM BLV,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,A,1A3,439,500,,KING FARM,,BLV,11/25/2019 10:34:00 AM,11/25/2019 10:34:00 AM,39.112962357,-77.173940575,1D,"(39.113, -77.1739)"
201249025,9113,190034663,07/21/2019 01:16:32 PM,90Z,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,SILVER SPRING,600 BLK  SLIGO AVE,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,G,3G1,112,600,,SLIGO,,AVE,07/21/2019 01:16:00 PM,07/21/2019 02:30:00 PM,38.991278461,-77.013554076,3D,"(38.9913, -77.0136)"
201250031,2404,190035972,07/28/2019 03:26:05 PM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902,MCPD,Parking Lot - Commercial,L,4L2,324,11200,,GEORGIA,,AVE,07/28/2019 02:13:00 PM,,39.038667771,-77.050881629,4D,"(39.0387, -77.0509)"
201250736,1399,190036833,08/02/2019 09:04:42 AM,13B,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,1  BLK  SUNNYSIDE CT,GAITHERSBURG,MD,20877,GPD,Residence - Single Family,P,6P1,434,1,,SUNNYSIDE,,CT,08/02/2019 09:04:00 AM,,39.13218564,-77.202213018,6D,"(39.1322, -77.2022)"
201250095,5404,190036051,07/29/2019 01:43:40 AM,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,12900 BLK  MIDDLEBROOK RD,GERMANTOWN,MD,20874,MCPD,Parking Lot - Commercial,N,5N1,702,12900,,MIDDLEBROOK,,RD,07/29/2019 01:43:00 AM,,39.178860922,-77.267408781,5D,"(39.1789, -77.2674)"
201250727,2305,190036714,08/01/2019 02:06:40 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,17700 BLK  STONERIDGE DR,GAITHERSBURG,MD,20878,MCPD,Residence - Driveway,P,6P2,590,17700,,STONERIDGE,,DR,07/31/2019 06:00:00 PM,08/01/2019 09:30:00 AM,39.145363447,-77.242613353,6D,"(39.1454, -77.2426)"
201250625,2308,190036725,08/01/2019 03:40:13 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,ROCKVILLE,700 BLK  HUNGERFORD DR,ROCKVILLE,MD,20850,RCPD,Doctor/Dentist/Vet Office,A,1A3,278,700,,HUNGERFORD,,DR,08/01/2019 01:00:00 PM,08/01/2019 02:24:00 PM,39.093087748,-77.153433903,1D,"(39.0931, -77.1534)"
201266080,9199,190056001,11/20/2019 09:19:33 AM,90Z,1,Other,All Other Offenses,POLICE INFORMATION,SILVER SPRING,8000 BLK  13TH ST,SILVER SPRING,MD,20910,MCPD,Street - Residential,G,3G1,090,8000,,13TH,,ST,11/20/2019 09:19:00 AM,,38.986967075,-77.02959872,3D,"(38.987, -77.0296)"
201265162,5309,190054964,11/14/2019 06:35:17 PM,90Z,1,Crime Against Society,All Other Offenses,PUBLIC PEACE - HARASSING COMMUNICATION,ROCKVILLE,1  BLK  SELINE CT,POTOMAC,MD,20854,MCPD,Other/Unknown,B,1B2,234,1,,SELINE,,CT,11/14/2019 12:00:00 PM,,39.05639196,-77.196192844,1D,"(39.0564, -77.1962)"
201087344,9099,16033477,,90Z,1,Crime Against Society,All Other Offenses,ALL OTHER OFFENSES,SILVER SPRING,10800 BLK  LOCKWOOD DR,SILVER SPRING,MD,20903,MCPD,Street - In vehicle,H,3H2,144,10800,,LOCKWOOD,,DR,07/02/2016 03:58:00 AM,,39.033496,-77.001594202,3D,"(39.0335, -77.0016)"
201223230,9056,190002615,01/17/2019 12:30:33 AM,26A,1,Other,Not Mapped,FRAUD - FAILURE TO PAY,ROCKVILLE,100 BLK  GIBBS ST,ROCKVILLE,MD,20850,RCPD,Street - In vehicle,A,1A3,277,100,,GIBBS,,ST,01/17/2019 12:28:00 AM,,39.085702397,-77.151969307,1D,"(39.0857, -77.152)"
201224645,2404,190004372,01/28/2019 09:36:39 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,SILVER SPRING,1400 BLK  STATESIDE DR,SILVER SPRING,MD,20903,MCPD,Residence - Driveway,H,3H2,136,1400,,STATESIDE,,DR,01/28/2019 09:09:00 AM,,39.011837854,-76.9827177,3D,"(39.0118, -76.9827)"
201248529,1399,190034100,07/18/2019 11:45:05 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,8500 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Hospital/Emergency Care Center,G,3G1,109,8500,,GEORGIA,,AVE,07/18/2019 11:45:00 AM,,38.994566863,-77.026866278,3D,"(38.9946, -77.0269)"
201250973,2999,190037127,08/04/2019 01:01:17 PM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),WHEATON,100 BLK  STONEGATE DR,SILVER SPRING,MD,20905,MCPD,Street - Residential,J,4J1,372,100,,STONEGATE,,DR,08/02/2019 01:01:00 PM,,39.098654173,-77.009423615,4D,"(39.0987, -77.0094)"
201250869,2303,190037003,08/03/2019 11:31:46 AM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,BETHESDA,10400 BLK  OLD GEORGETOWN RD,BETHESDA,MD,20817,MCPD,Retail - Mall,E,2E3,197,10400,,OLD GEORGETOWN,,RD,08/02/2019 04:55:00 PM,,39.024893401,-77.125324627,2D,"(39.0249, -77.1253)"
201268147,3613,190058470,,90Z,1,Crime Against Society,All Other Offenses,SEX OFFENSE - SEX OFFENDER REGISTRATION VIOLATION,ROCKVILLE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,B,1B2,725,100,,EDISON PARK,,DR,11/06/2019 12:00:00 AM,,39.111781485,-77.235280518,1D,"(39.1118, -77.2353)"
201268150,3613,190058471,,90Z,1,Crime Against Society,All Other Offenses,SEX OFFENSE - SEX OFFENDER REGISTRATION VIOLATION,ROCKVILLE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,B,1B2,725,100,,EDISON PARK,,DR,11/07/2019 12:00:00 AM,,39.111781485,-77.235280518,1D,"(39.1118, -77.2353)"
201266773,3550,190056889,,35B,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,BETHESDA,4500 BLK  WESTERN AVE,BETHESDA,MD,20816,MCPD,Residence - Single Family,E,2E1,004,4500,,WESTERN,,AVE,11/21/2019 11:21:00 AM,,38.949195242,-77.100567748,2D,"(38.9492, -77.1006)"
201249998,2399,190035946,07/28/2019 12:32:52 PM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),WHEATON,14400 BLK  BRAD DR,ROCKVILLE,MD,20853,MCPD,Residence - Driveway,K,4K2,343,14400,,BRAD,,DR,07/27/2019 07:00:00 PM,07/28/2019 10:00:00 AM,39.089117414,-77.092197623,4D,"(39.0891, -77.0922)"
201266773,3562,190056889,,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,BETHESDA,4500 BLK  WESTERN AVE,BETHESDA,MD,20816,MCPD,Residence - Single Family,E,2E1,004,4500,,WESTERN,,AVE,11/21/2019 11:21:00 AM,,38.949195242,-77.100567748,2D,"(38.9492, -77.1006)"
201250591,2902,190036686,08/01/2019 11:41:18 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,400 BLK W DEER PARK RD,GAITHERSBURG,MD,20877,GPD,Parking Lot - Residential,P,6P1,434,400,W,DEER PARK,,RD,07/29/2019 03:00:00 AM,07/29/2019 06:00:00 PM,39.129884587,-77.201391861,6D,"(39.1299, -77.2014)"
201278577,1199,200008421,,11D,1,Crime Against Person,Fondling,SEX ASSAULT - FONDLING,MONTGOMERY VILLAGE,300 BLK  HART RD,GAITHERSBURG,MD,20878,GPD,Street - Residential,P,6P2,450,300,,HART,,RD,02/19/2020 12:31:00 AM,,39.120548395,-77.239073477,6D,"(39.1205, -77.2391)"
201250557,9199,190036472,07/31/2019 10:39:59 AM,90Z,1,Other,All Other Offenses,POLICE INFORMATION,SILVER SPRING,10100 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,MCPD,Retail - Department/Discount Store,H,3H2,140,10100,,NEW HAMPSHIRE,,AVE,07/31/2019 10:39:00 AM,,39.020420117,-76.976689242,3D,"(39.0204, -76.9767)"
201250828,9199,190036944,08/02/2019 08:47:35 PM,90Z,1,Other,All Other Offenses,POLICE INFORMATION,MONTGOMERY VILLAGE,100 BLK  TEACHERS WAY,GAITHERSBURG,MD,20877,MCPD,Residence - Apartment/Condo,P,6P3,419,100,,TEACHERS,,WAY,08/02/2019 08:47:00 PM,,39.143177507,-77.193016403,6D,"(39.1432, -77.193)"
201250888,2308,190037025,08/03/2019 03:24:10 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,4700 BLK  BETHESDA AVE,BETHESDA,MD,20814,MCPD,Retail - Department/Discount Store,D,2D2,031,4700,,BETHESDA,,AVE,08/03/2019 02:20:00 PM,08/03/2019 02:40:00 PM,38.981073982,-77.092720823,2D,"(38.9811, -77.0927)"
201266775,2301,190056893,,23A,1,Crime Against Property,Pocket/picking,LARCENY - POCKET PICKING,GERMANTOWN,10700 BLK  WAYFARER RD,GERMANTOWN,MD,20876,MCPD,Other/Unknown,M,5M1,472,10700,,WAYFARER,,RD,11/25/2019 12:35:00 PM,,39.19710583,-77.217024856,5D,"(39.1971, -77.217)"
201250421,2305,190036262,07/30/2019 09:16:27 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,4500 BLK  MORGAL ST,ROCKVILLE,MD,20853,MCPD,Residence - Driveway,K,4K2,343,4500,,MORGAL,,ST,07/29/2019 07:30:00 AM,07/30/2019 08:30:00 AM,39.090199301,-77.090316661,4D,"(39.0902, -77.0903)"
201268203,2305,190058660,12/05/2019 02:39:17 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,800 BLK  WAYNE AVE,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G1,671,800,,WAYNE,,AVE,12/05/2019 02:39:00 PM,,38.997147871,-77.021908886,3D,"(38.9971, -77.0219)"
201268275,3562,190058411,,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,300 BLK  NORWOOD RD,SILVER SPRING,MD,20905,MCPD,School/College,J,4J1,372,300,,NORWOOD,,RD,12/04/2019 11:40:00 AM,12/04/2019 12:30:00 PM,39.114128138,-77.014686087,4D,"(39.1141, -77.0147)"
201250934,2303,190037047,08/03/2019 05:03:11 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Department/Discount Store,L,4L2,321,11100,,VEIRS MILL,,RD,08/03/2019 05:03:00 PM,,39.037367372,-77.051662066,4D,"(39.0374, -77.0517)"
201250656,2404,190036734,08/01/2019 03:50:13 PM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,ROCKVILLE,9500 BLK  WATTS BRANCH DR,ROCKVILLE,MD,20850,MCPD,Residence - Driveway,B,1B1,236,9500,,WATTS BRANCH,,DR,07/30/2019 03:50:00 PM,,39.064146563,-77.195709476,1D,"(39.0641, -77.1957)"
201248353,2399,190033890,07/17/2019 10:22:13 AM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,100 BLK  CROYDON CT,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,G,3G2,123,100,,CROYDON,,CT,07/15/2019 06:00:00 PM,07/16/2019 10:00:00 AM,39.00402168,-77.011898041,3D,"(39.004, -77.0119)"
201250576,9113,190036484,07/31/2019 11:54:48 AM,90Z,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,SILVER SPRING,600 BLK  CANNON RD,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,I,3I1,149,600,,CANNON,,RD,07/31/2019 11:54:00 AM,07/31/2019 12:00:00 AM,39.070048557,-76.999285597,3D,"(39.07, -76.9993)"
201250319,1399,190036291,07/30/2019 11:34:44 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,500 BLK  BEACON RD,SILVER SPRING,MD,20903,MCPD,Residence -Townhouse/Duplex,H,3H2,137,500,,BEACON,,RD,07/30/2019 11:34:00 AM,07/30/2019 04:00:00 PM,39.005351805,-76.984193343,3D,"(39.0054, -76.9842)"
201250701,2305,190036787,08/01/2019 11:33:27 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,1300 BLK  SILO WAY,SILVER SPRING,MD,20905,MCPD,Residence - Driveway,J,4J1,374,1300,,SILO,,WAY,08/01/2019 11:33:00 PM,08/02/2019 12:13:00 AM,39.092000939,-76.984402808,4D,"(39.092, -76.9844)"
201250199,1399,190035716,07/27/2019 03:42:54 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,1400 BLK  PEACEFUL LA,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,J,4J1,375,1400,,PEACEFUL,,LA,07/27/2019 03:42:00 AM,,39.067986673,-76.983322841,4D,"(39.068, -76.9833)"
201250864,2305,190037001,08/03/2019 11:36:08 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,GERMANTOWN,19600 BLK  GUNNERS BRANCH RD,GERMANTOWN,MD,20876,MCPD,Parking Lot - Residential,M,5M1,469,19600,,GUNNERS BRANCH,,RD,08/02/2019 05:00:00 PM,08/03/2019 11:00:00 AM,39.177712193,-77.241630441,5D,"(39.1777, -77.2416)"
201250880,2303,190036207,07/29/2019 07:43:02 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Mall,L,4L2,321,11100,,VEIRS MILL,,RD,07/29/2019 07:40:00 PM,,39.037367372,-77.051662066,4D,"(39.0374, -77.0517)"
201265189,9108,190054962,,90Z,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,SILVER SPRING,3300 BLK  BRIGGS CHANEY RD,SILVER SPRING,MD,20904,MCPD,Doctor/Dentist/Vet Office,I,3I2,380,3300,,BRIGGS CHANEY,,RD,09/01/2019 12:00:00 AM,11/14/2019 06:30:00 PM,39.078756259,-76.944688015,3D,"(39.0788, -76.9447)"
201268278,2999,190058410,,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),WHEATON,300 BLK  NORWOOD RD,SILVER SPRING,MD,20905,MCPD,School/College,J,4J1,372,300,,NORWOOD,,RD,12/02/2019 02:30:00 PM,12/02/2019 02:50:00 PM,39.114128138,-77.014686087,4D,"(39.1141, -77.0147)"
201087350,2303,16033573,,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Sporting Goods,L,4L2,321,11100,,VEIRS MILL,,RD,07/02/2016 07:04:00 PM,07/02/2016 07:15:00 PM,39.037367372,-77.051662066,4D,"(39.0374, -77.0517)"
201250549,2301,190036511,,23A,1,Crime Against Property,Pocket/picking,LARCENY - POCKET PICKING,WHEATON,900 BLK  BRIGGS CHANEY RD,SILVER SPRING,MD,20905,MCPD,Park,J,4J1,386,900,,BRIGGS CHANEY,,RD,07/28/2019 12:00:00 AM,,39.106713355,-76.993716319,4D,"(39.1067, -76.9937)"
201250111,1399,190036054,07/29/2019 03:23:59 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,600 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,MCPD,Convenience Store,H,3H1,133,600,,UNIVERSITY,E,BLV,07/29/2019 03:23:00 AM,,39.027823896,-77.020465435,3D,"(39.0278, -77.0205)"
